期數,開獎日期,今彩539中獎號碼,備註
1919,2013/10/16,"[1, 7, 20, 26, 38]",無
1918,2013/10/15,"[4, 8, 12, 31, 32]",無
1917,2013/10/14,"[7, 16, 30, 32, 35]",無
1916,2013/10/12,"[7, 13, 23, 26, 28]",無
1915,2013/10/11,"[3, 18, 21, 38, 39]",無
1914,2013/10/10,"[16, 19, 20, 25, 36]",無
1913,2013/10/09,"[19, 22, 24, 32, 35]",無
1912,2013/10/08,"[7, 15, 22, 26, 28]",無
1911,2013/10/07,"[3, 18, 24, 30, 39]",無
1910,2013/10/05,"[7, 16, 25, 37, 38]",無
1909,2013/10/04,"[2, 14, 20, 25, 35]",無
1908,2013/10/03,"[5, 8, 13, 20, 22]",無
1907,2013/10/02,"[3, 5, 20, 23, 36]",無
1906,2013/10/01,"[5, 6, 20, 29, 38]",無
1905,2013/09/30,"[9, 16, 17, 24, 31]",無
1904,2013/09/28,"[5, 13, 14, 23, 26]",無
1903,2013/09/27,"[2, 3, 27, 28, 36]",無
1902,2013/09/26,"[9, 17, 29, 37, 39]",無
1901,2013/09/25,"[8, 9, 10, 18, 39]",無
1900,2013/09/24,"[1, 3, 5, 21, 28]",無
1899,2013/09/23,"[1, 21, 22, 35, 38]",無
1898,2013/09/21,"[11, 15, 22, 23, 39]",無
1897,2013/09/20,"[1, 15, 23, 32, 39]",無
1896,2013/09/19,"[7, 16, 20, 31, 36]",無
1895,2013/09/18,"[14, 15, 17, 29, 38]",無
1894,2013/09/17,"[2, 3, 15, 22, 25]",無
1893,2013/09/16,"[3, 13, 19, 30, 34]",無
1892,2013/09/14,"[9, 14, 16, 27, 37]",無
1891,2013/09/13,"[2, 8, 24, 26, 39]",無
1890,2013/09/12,"[12, 15, 18, 23, 27]",無
1889,2013/09/11,"[9, 16, 17, 34, 35]",無
1888,2013/09/10,"[2, 16, 21, 22, 29]",無
1887,2013/09/09,"[3, 6, 23, 29, 38]",無
1886,2013/09/07,"[8, 14, 19, 25, 39]",無
1885,2013/09/06,"[6, 9, 17, 24, 34]",無
1884,2013/09/05,"[4, 7, 13, 25, 37]",無
1883,2013/09/04,"[12, 21, 31, 34, 37]",無
1882,2013/09/03,"[2, 4, 8, 20, 34]",無
1881,2013/09/02,"[15, 20, 21, 30, 31]",無
1880,2013/08/31,"[5, 14, 17, 20, 36]",無
1879,2013/08/30,"[7, 18, 20, 21, 37]",無
1878,2013/08/29,"[2, 5, 8, 25, 34]",無
1877,2013/08/28,"[1, 2, 5, 24, 27]",無
1876,2013/08/27,"[11, 15, 26, 34, 39]",無
1875,2013/08/26,"[19, 22, 24, 29, 36]",無
1874,2013/08/24,"[1, 19, 26, 27, 39]",無
1873,2013/08/23,"[3, 14, 25, 37, 39]",無
1872,2013/08/22,"[6, 10, 11, 13, 28]",無
1871,2013/08/21,"[11, 15, 26, 31, 34]",無
1870,2013/08/20,"[19, 25, 28, 30, 31]",無
1869,2013/08/19,"[11, 21, 25, 31, 33]",無
1868,2013/08/17,"[2, 21, 29, 34, 38]",無
1867,2013/08/16,"[1, 6, 13, 22, 29]",無
1866,2013/08/15,"[1, 2, 8, 28, 36]",無
1865,2013/08/14,"[1, 4, 7, 8, 23]",無
1864,2013/08/13,"[4, 10, 17, 18, 25]",無
1863,2013/08/12,"[22, 25, 30, 31, 36]",無
1862,2013/08/10,"[2, 9, 11, 19, 35]",無
1861,2013/08/09,"[1, 5, 8, 28, 34]",無
1860,2013/08/08,"[1, 3, 12, 16, 25]",無
1859,2013/08/07,"[7, 16, 27, 30, 39]",無
1858,2013/08/06,"[12, 18, 19, 24, 36]",無
1857,2013/08/05,"[9, 15, 26, 27, 34]",無
1856,2013/08/03,"[6, 21, 26, 36, 39]",無
1855,2013/08/02,"[17, 22, 23, 33, 37]",無
1854,2013/08/01,"[9, 21, 27, 31, 32]",無
1853,2013/07/31,"[7, 9, 24, 27, 28]",無
1852,2013/07/30,"[9, 14, 19, 27, 31]",無
1851,2013/07/29,"[14, 19, 27, 33, 37]",無
1850,2013/07/27,"[11, 14, 23, 30, 39]",無
1849,2013/07/26,"[4, 5, 8, 18, 39]",無
1848,2013/07/25,"[1, 6, 17, 21, 33]",無
1847,2013/07/24,"[1, 4, 23, 26, 34]",無
1846,2013/07/23,"[5, 15, 21, 22, 34]",無
1845,2013/07/22,"[3, 15, 22, 35, 39]",無
1844,2013/07/20,"[21, 26, 30, 33, 39]",無
1843,2013/07/19,"[10, 14, 18, 25, 36]",無
1842,2013/07/18,"[3, 7, 11, 21, 33]",無
1841,2013/07/17,"[1, 2, 15, 31, 39]",無
1840,2013/07/16,"[2, 4, 6, 15, 39]",無
1839,2013/07/15,"[10, 14, 16, 22, 36]",無
1838,2013/07/13,"[1, 4, 6, 23, 30]",無
1837,2013/07/12,"[22, 27, 30, 35, 37]",無
1836,2013/07/11,"[4, 7, 16, 17, 20]",無
1835,2013/07/10,"[17, 24, 25, 35, 36]",無
1834,2013/07/09,"[14, 21, 22, 31, 34]",無
1833,2013/07/08,"[1, 22, 24, 32, 37]",無
1832,2013/07/06,"[1, 6, 20, 33, 34]",無
1831,2013/07/05,"[9, 10, 20, 25, 26]",無
1830,2013/07/04,"[1, 14, 19, 24, 31]",無
1829,2013/07/03,"[2, 3, 4, 10, 12]",無
1828,2013/07/02,"[13, 20, 22, 26, 34]",無
1827,2013/07/01,"[11, 17, 25, 33, 37]",無
1826,2013/06/29,"[6, 15, 26, 34, 36]",無
1825,2013/06/28,"[3, 9, 12, 19, 23]",無
1824,2013/06/27,"[1, 19, 20, 25, 36]",無
1823,2013/06/26,"[2, 8, 14, 31, 35]",無
1822,2013/06/25,"[7, 14, 18, 26, 32]",無
1821,2013/06/24,"[2, 9, 13, 20, 39]",無
1820,2013/06/22,"[10, 18, 20, 36, 37]",無
1819,2013/06/21,"[1, 12, 15, 19, 32]",無
1818,2013/06/20,"[6, 20, 23, 24, 28]",無
1817,2013/06/19,"[3, 6, 21, 23, 39]",無
1816,2013/06/18,"[3, 7, 10, 36, 39]",無
1815,2013/06/17,"[6, 9, 12, 24, 38]",無
1814,2013/06/15,"[13, 14, 20, 24, 33]",無
1813,2013/06/14,"[13, 24, 33, 34, 39]",無
1812,2013/06/13,"[13, 20, 22, 36, 37]",無
1811,2013/06/12,"[1, 6, 34, 37, 39]",無
1810,2013/06/11,"[6, 10, 21, 25, 30]",無
1809,2013/06/10,"[1, 2, 10, 35, 36]",無
1808,2013/06/08,"[4, 8, 12, 20, 21]",無
1807,2013/06/07,"[8, 10, 11, 20, 21]",無
1806,2013/06/06,"[7, 9, 21, 31, 33]",無
1805,2013/06/05,"[2, 15, 22, 33, 36]",無
1804,2013/06/04,"[3, 10, 18, 34, 39]",無
1803,2013/06/03,"[1, 6, 11, 30, 37]",無
1802,2013/06/01,"[4, 14, 22, 32, 38]",無
1801,2013/05/31,"[9, 27, 30, 31, 32]",無
1800,2013/05/30,"[7, 19, 21, 30, 39]",無
1799,2013/05/29,"[19, 21, 22, 32, 39]",無
1798,2013/05/28,"[23, 34, 35, 36, 37]",無
1797,2013/05/27,"[12, 14, 22, 25, 34]",無
1796,2013/05/25,"[6, 7, 15, 20, 38]",無
1795,2013/05/24,"[2, 11, 12, 22, 31]",無
1794,2013/05/23,"[5, 14, 21, 32, 35]",無
1793,2013/05/22,"[7, 11, 22, 30, 36]",無
1792,2013/05/21,"[8, 18, 19, 29, 34]",無
1791,2013/05/20,"[5, 6, 10, 22, 24]",無
1790,2013/05/18,"[1, 9, 16, 18, 29]",無
1789,2013/05/17,"[8, 18, 20, 30, 36]",無
1788,2013/05/16,"[6, 17, 24, 29, 36]",無
1787,2013/05/15,"[6, 22, 26, 34, 37]",無
1786,2013/05/14,"[14, 17, 24, 27, 30]",無
1785,2013/05/13,"[2, 4, 10, 19, 27]",無
1784,2013/05/11,"[3, 6, 10, 22, 28]",無
1783,2013/05/10,"[2, 8, 16, 22, 35]",無
1782,2013/05/09,"[2, 26, 33, 34, 39]",無
1781,2013/05/08,"[2, 22, 24, 37, 39]",無
1780,2013/05/07,"[6, 20, 22, 33, 38]",無
1779,2013/05/06,"[5, 25, 31, 36, 37]",無
1778,2013/05/04,"[6, 14, 22, 25, 33]",無
1777,2013/05/03,"[11, 13, 16, 21, 34]",無
1776,2013/05/02,"[6, 10, 12, 18, 34]",無
1775,2013/05/01,"[3, 15, 16, 34, 37]",無
1774,2013/04/30,"[2, 3, 4, 15, 16]",無
1773,2013/04/29,"[6, 8, 18, 25, 37]",無
1772,2013/04/27,"[8, 14, 26, 36, 38]",無
1771,2013/04/26,"[4, 11, 20, 28, 35]",無
1770,2013/04/25,"[4, 9, 19, 25, 34]",無
1769,2013/04/24,"[9, 23, 28, 31, 37]",無
1768,2013/04/23,"[24, 31, 35, 37, 38]",無
1767,2013/04/22,"[1, 3, 10, 21, 34]",無
1766,2013/04/20,"[3, 5, 6, 13, 31]",無
1765,2013/04/19,"[7, 10, 21, 28, 37]",無
1764,2013/04/18,"[14, 17, 20, 32, 39]",無
1763,2013/04/17,"[3, 4, 18, 25, 37]",無
1762,2013/04/16,"[9, 11, 31, 36, 37]",無
1761,2013/04/15,"[1, 12, 17, 25, 28]",無
1760,2013/04/13,"[2, 10, 16, 27, 31]",無
1759,2013/04/12,"[1, 9, 11, 18, 34]",無
1758,2013/04/11,"[12, 15, 16, 20, 31]",無
1757,2013/04/10,"[2, 5, 15, 18, 20]",無
1756,2013/04/09,"[6, 18, 30, 35, 36]",無
1755,2013/04/08,"[2, 14, 17, 27, 31]",無
1754,2013/04/06,"[11, 14, 16, 30, 37]",無
1753,2013/04/05,"[1, 3, 27, 31, 32]",無
1752,2013/04/04,"[2, 3, 14, 19, 22]",無
1751,2013/04/03,"[11, 14, 16, 21, 33]",無
1750,2013/04/02,"[6, 8, 25, 26, 27]",無
1749,2013/04/01,"[2, 3, 12, 25, 31]",無
1748,2013/03/30,"[6, 8, 10, 14, 39]",無
1747,2013/03/29,"[11, 21, 30, 32, 39]",無
1746,2013/03/28,"[10, 12, 28, 34, 35]",無
1745,2013/03/27,"[12, 19, 26, 27, 31]",無
1744,2013/03/26,"[2, 14, 21, 26, 36]",無
1743,2013/03/25,"[10, 11, 17, 19, 38]",無
1742,2013/03/23,"[6, 9, 15, 38, 39]",無
1741,2013/03/22,"[5, 13, 21, 31, 32]",無
1740,2013/03/21,"[8, 13, 22, 28, 34]",無
1739,2013/03/20,"[2, 9, 21, 23, 37]",無
1738,2013/03/19,"[3, 8, 18, 19, 29]",無
1737,2013/03/18,"[2, 3, 23, 30, 36]",無
1736,2013/03/16,"[19, 21, 24, 35, 37]",無
1735,2013/03/15,"[6, 9, 15, 28, 39]",無
1734,2013/03/14,"[9, 14, 17, 35, 36]",無
1733,2013/03/13,"[1, 5, 32, 34, 39]",無
1732,2013/03/12,"[3, 14, 20, 31, 33]",無
1731,2013/03/11,"[2, 6, 21, 27, 33]",無
1730,2013/03/09,"[7, 14, 22, 34, 38]",無
1729,2013/03/08,"[14, 15, 26, 28, 39]",無
1728,2013/03/07,"[2, 5, 7, 29, 32]",無
1727,2013/03/06,"[4, 19, 26, 36, 39]",無
1726,2013/03/05,"[10, 24, 35, 37, 39]",無
1725,2013/03/04,"[15, 18, 23, 29, 32]",無
1724,2013/03/02,"[4, 8, 9, 15, 30]",無
1723,2013/03/01,"[1, 3, 9, 17, 19]",無
1722,2013/02/28,"[11, 17, 27, 29, 35]",無
1721,2013/02/27,"[1, 8, 16, 30, 37]",無
1720,2013/02/26,"[18, 26, 29, 36, 38]",無
1719,2013/02/25,"[4, 5, 7, 8, 27]",無
1718,2013/02/23,"[4, 21, 26, 30, 37]",無
1717,2013/02/22,"[2, 23, 24, 27, 38]",無
1716,2013/02/21,"[6, 15, 16, 30, 39]",無
1715,2013/02/20,"[3, 4, 10, 20, 24]",無
1714,2013/02/19,"[4, 19, 20, 26, 39]",無
1713,2013/02/18,"[7, 11, 15, 20, 25]",無
1712,2013/02/16,"[4, 15, 25, 34, 39]",無
1711,2013/02/15,"[10, 18, 19, 34, 36]",無
1710,2013/02/14,"[12, 16, 19, 28, 35]",無
1709,2013/02/13,"[1, 11, 27, 28, 33]",無
1708,2013/02/12,"[4, 6, 11, 22, 35]",無
1707,2013/02/11,"[8, 9, 34, 38, 39]",無
1706,2013/02/09,"[1, 17, 20, 25, 37]",無
1705,2013/02/08,"[7, 8, 9, 12, 36]",無
1704,2013/02/07,"[9, 10, 21, 31, 34]",無
1703,2013/02/06,"[13, 14, 19, 21, 34]",無
1702,2013/02/05,"[17, 21, 33, 36, 38]",無
1701,2013/02/04,"[2, 30, 33, 34, 37]",無
1700,2013/02/02,"[5, 6, 11, 20, 27]",無
1699,2013/02/01,"[10, 14, 23, 31, 39]",無
1698,2013/01/31,"[2, 6, 10, 22, 26]",無
1697,2013/01/30,"[6, 9, 28, 38, 39]",無
1696,2013/01/29,"[6, 13, 26, 28, 34]",無
1695,2013/01/28,"[4, 6, 9, 22, 33]",無
1694,2013/01/26,"[4, 16, 25, 30, 31]",無
1693,2013/01/25,"[15, 16, 25, 32, 37]",無
1692,2013/01/24,"[11, 18, 27, 35, 39]",無
1691,2013/01/23,"[5, 10, 18, 24, 34]",無
1690,2013/01/22,"[17, 20, 25, 32, 39]",無
1689,2013/01/21,"[8, 14, 17, 21, 29]",無
1688,2013/01/19,"[3, 19, 26, 33, 38]",無
1687,2013/01/18,"[3, 19, 29, 34, 37]",無
1686,2013/01/17,"[10, 13, 21, 33, 38]",無
1685,2013/01/16,"[1, 6, 16, 17, 29]",無
1684,2013/01/15,"[5, 12, 13, 16, 24]",無
1683,2013/01/14,"[4, 5, 6, 10, 39]",無
1682,2013/01/12,"[2, 10, 16, 25, 32]",無
1681,2013/01/11,"[18, 24, 31, 35, 39]",無
1680,2013/01/10,"[3, 6, 21, 27, 35]",無
1679,2013/01/09,"[17, 18, 22, 31, 33]",無
1678,2013/01/08,"[1, 3, 20, 22, 31]",無
1677,2013/01/07,"[11, 21, 31, 36, 39]",無
1676,2013/01/05,"[2, 7, 21, 26, 34]",無
1675,2013/01/04,"[14, 16, 17, 25, 33]",無
1674,2013/01/03,"[6, 13, 20, 27, 29]",無
1673,2013/01/02,"[1, 5, 16, 29, 35]",無
1672,2013/01/01,"[1, 16, 22, 26, 33]",無
1671,2012/12/31,"[2, 5, 15, 16, 31]",無
1670,2012/12/29,"[8, 18, 20, 28, 36]",無
1669,2012/12/28,"[17, 26, 28, 30, 38]",無
1668,2012/12/27,"[3, 17, 24, 25, 30]",無
1667,2012/12/26,"[8, 22, 24, 27, 31]",無
1666,2012/12/25,"[13, 19, 20, 30, 32]",無
1665,2012/12/24,"[9, 15, 20, 31, 35]",無
1664,2012/12/22,"[3, 5, 12, 29, 31]",無
1663,2012/12/21,"[8, 18, 32, 34, 37]",無
1662,2012/12/20,"[4, 12, 17, 27, 38]",無
1661,2012/12/19,"[13, 18, 22, 29, 37]",無
1660,2012/12/18,"[1, 2, 8, 28, 35]",無
1659,2012/12/17,"[3, 4, 25, 31, 36]",無
1658,2012/12/15,"[11, 22, 24, 27, 31]",無
1657,2012/12/14,"[1, 10, 15, 35, 36]",無
1656,2012/12/13,"[2, 13, 19, 24, 32]",無
1655,2012/12/12,"[2, 16, 18, 24, 34]",無
1654,2012/12/11,"[2, 13, 14, 23, 29]",無
1653,2012/12/10,"[20, 26, 34, 35, 37]",無
1652,2012/12/08,"[6, 13, 18, 31, 35]",無
1651,2012/12/07,"[8, 13, 18, 30, 31]",無
1650,2012/12/06,"[12, 17, 26, 33, 37]",無
1649,2012/12/05,"[1, 2, 5, 12, 19]",無
1648,2012/12/04,"[5, 16, 19, 23, 39]",無
1647,2012/12/03,"[3, 26, 27, 34, 37]",無
1646,2012/12/01,"[2, 13, 22, 33, 38]",無
1645,2012/11/30,"[6, 11, 27, 28, 37]",無
1644,2012/11/29,"[6, 16, 30, 31, 38]",無
1643,2012/11/28,"[8, 9, 26, 36, 38]",無
1642,2012/11/27,"[12, 18, 22, 26, 27]",無
1641,2012/11/26,"[5, 8, 17, 26, 35]",無
1640,2012/11/24,"[3, 9, 11, 13, 26]",無
1639,2012/11/23,"[12, 16, 22, 28, 31]",無
1638,2012/11/22,"[1, 7, 8, 22, 39]",無
1637,2012/11/21,"[12, 17, 25, 32, 39]",無
1636,2012/11/20,"[6, 11, 18, 24, 36]",無
1635,2012/11/19,"[1, 3, 6, 22, 30]",無
1634,2012/11/17,"[4, 9, 15, 27, 36]",無
1633,2012/11/16,"[4, 12, 21, 22, 31]",無
1632,2012/11/15,"[9, 31, 34, 35, 37]",無
1631,2012/11/14,"[3, 14, 15, 23, 36]",無
1630,2012/11/13,"[1, 10, 22, 25, 29]",無
1629,2012/11/12,"[1, 13, 17, 26, 38]",無
1628,2012/11/10,"[2, 6, 17, 28, 33]",無
1627,2012/11/09,"[7, 8, 17, 31, 33]",無
1626,2012/11/08,"[1, 4, 5, 22, 32]",無
1625,2012/11/07,"[4, 5, 14, 28, 32]",無
1624,2012/11/06,"[7, 16, 24, 28, 35]",無
1623,2012/11/05,"[5, 7, 23, 29, 39]",無
1622,2012/11/03,"[4, 6, 11, 16, 22]",無
1621,2012/11/02,"[4, 15, 17, 30, 31]",無
1620,2012/11/01,"[16, 22, 30, 32, 34]",無
1619,2012/10/31,"[11, 26, 28, 34, 35]",無
1618,2012/10/30,"[13, 20, 30, 32, 35]",無
1617,2012/10/29,"[10, 15, 18, 20, 22]",無
1616,2012/10/27,"[14, 18, 19, 23, 32]",無
1615,2012/10/26,"[1, 6, 14, 15, 34]",無
1614,2012/10/25,"[1, 3, 10, 14, 38]",無
1613,2012/10/24,"[5, 12, 18, 27, 32]",無
1612,2012/10/23,"[7, 9, 15, 21, 30]",無
1611,2012/10/22,"[17, 25, 26, 27, 35]",無
1610,2012/10/20,"[16, 21, 23, 35, 36]",無
1609,2012/10/19,"[2, 8, 25, 27, 32]",無
1608,2012/10/18,"[2, 17, 28, 31, 36]",無
1607,2012/10/17,"[9, 14, 20, 22, 35]",無
1606,2012/10/16,"[2, 15, 20, 32, 39]",無
1605,2012/10/15,"[4, 14, 15, 19, 23]",無
1604,2012/10/13,"[1, 5, 14, 17, 22]",無
1603,2012/10/12,"[12, 19, 23, 25, 31]",無
1602,2012/10/11,"[17, 27, 32, 36, 38]",無
1601,2012/10/10,"[13, 17, 19, 27, 36]",無
1600,2012/10/09,"[10, 11, 23, 26, 37]",無
1599,2012/10/08,"[6, 11, 13, 23, 34]",無
1598,2012/10/06,"[17, 19, 20, 23, 37]",無
1597,2012/10/05,"[5, 8, 13, 27, 34]",無
1596,2012/10/04,"[8, 16, 24, 30, 32]",無
1595,2012/10/03,"[2, 3, 12, 14, 24]",無
1594,2012/10/02,"[2, 3, 14, 28, 32]",無
1593,2012/10/01,"[17, 27, 32, 33, 38]",無
1592,2012/09/29,"[7, 18, 20, 29, 32]",無
1591,2012/09/28,"[21, 25, 33, 35, 37]",無
1590,2012/09/27,"[5, 21, 26, 31, 32]",無
1589,2012/09/26,"[2, 19, 23, 32, 36]",無
1588,2012/09/25,"[14, 16, 19, 22, 29]",無
1587,2012/09/24,"[1, 14, 15, 30, 37]",無
1586,2012/09/22,"[1, 16, 22, 24, 28]",無
1585,2012/09/21,"[13, 15, 23, 25, 36]",無
1584,2012/09/20,"[8, 13, 18, 30, 35]",無
1583,2012/09/19,"[2, 4, 9, 10, 32]",無
1582,2012/09/18,"[1, 4, 6, 12, 26]",無
1581,2012/09/17,"[8, 22, 28, 35, 39]",無
1580,2012/09/15,"[4, 16, 21, 31, 37]",無
1579,2012/09/14,"[1, 13, 16, 30, 39]",無
1578,2012/09/13,"[4, 7, 20, 23, 35]",無
1577,2012/09/12,"[1, 7, 11, 19, 25]",無
1576,2012/09/11,"[15, 17, 29, 31, 37]",無
1575,2012/09/10,"[7, 17, 26, 33, 37]",無
1574,2012/09/08,"[7, 10, 21, 25, 33]",無
1573,2012/09/07,"[2, 3, 4, 6, 25]",無
1572,2012/09/06,"[2, 3, 21, 36, 37]",無
1571,2012/09/05,"[5, 7, 12, 18, 31]",無
1570,2012/09/04,"[5, 18, 21, 24, 25]",無
1569,2012/09/03,"[2, 23, 27, 31, 39]",無
1568,2012/09/01,"[16, 17, 30, 32, 33]",無
1567,2012/08/31,"[11, 23, 29, 34, 37]",無
1566,2012/08/30,"[14, 18, 32, 37, 38]",無
1565,2012/08/29,"[2, 8, 16, 37, 39]",無
1564,2012/08/28,"[11, 14, 18, 22, 29]",無
1563,2012/08/27,"[2, 6, 14, 15, 17]",無
1562,2012/08/25,"[11, 20, 21, 29, 32]",無
1561,2012/08/24,"[13, 19, 23, 31, 39]",無
1560,2012/08/23,"[6, 19, 21, 34, 36]",無
1559,2012/08/22,"[1, 7, 12, 25, 26]",無
1558,2012/08/21,"[5, 18, 22, 24, 29]",無
1557,2012/08/20,"[15, 26, 32, 37, 39]",無
1556,2012/08/18,"[4, 17, 19, 20, 26]",無
1555,2012/08/17,"[19, 20, 24, 33, 38]",無
1554,2012/08/16,"[4, 18, 21, 24, 32]",無
1553,2012/08/15,"[4, 7, 15, 19, 25]",無
1552,2012/08/14,"[15, 18, 19, 29, 37]",無
1551,2012/08/13,"[4, 17, 28, 32, 39]",無
1550,2012/08/11,"[15, 25, 27, 28, 34]",無
1549,2012/08/10,"[1, 5, 18, 23, 28]",無
1548,2012/08/09,"[2, 14, 32, 34, 38]",無
1547,2012/08/08,"[11, 12, 18, 33, 39]",無
1546,2012/08/07,"[5, 9, 11, 29, 32]",無
1545,2012/08/06,"[7, 18, 29, 30, 33]",無
1544,2012/08/04,"[1, 5, 10, 13, 22]",無
1543,2012/08/03,"[2, 18, 21, 22, 28]",無
1542,2012/08/02,"[1, 19, 34, 35, 37]",無
1541,2012/08/01,"[8, 10, 29, 33, 36]",無
1540,2012/07/31,"[1, 13, 16, 36, 37]",無
1539,2012/07/30,"[4, 17, 23, 25, 37]",無
1538,2012/07/28,"[15, 30, 31, 32, 38]",無
1537,2012/07/27,"[9, 14, 24, 36, 37]",無
1536,2012/07/26,"[7, 9, 14, 19, 23]",無
1535,2012/07/25,"[22, 24, 27, 34, 37]",無
1534,2012/07/24,"[5, 7, 11, 13, 29]",無
1533,2012/07/23,"[1, 6, 16, 22, 38]",無
1532,2012/07/21,"[5, 10, 12, 30, 33]",無
1531,2012/07/20,"[11, 22, 27, 29, 31]",無
1530,2012/07/19,"[6, 9, 14, 18, 35]",無
1529,2012/07/18,"[4, 8, 26, 28, 35]",無
1528,2012/07/17,"[1, 11, 13, 22, 37]",無
1527,2012/07/16,"[7, 31, 33, 36, 37]",無
1526,2012/07/14,"[5, 11, 23, 32, 38]",無
1525,2012/07/13,"[13, 15, 17, 19, 21]",無
1524,2012/07/12,"[3, 5, 12, 21, 33]",無
1523,2012/07/11,"[6, 15, 18, 34, 37]",無
1522,2012/07/10,"[8, 10, 12, 17, 34]",無
1521,2012/07/09,"[3, 4, 13, 15, 26]",無
1520,2012/07/07,"[1, 17, 30, 34, 35]",無
1519,2012/07/06,"[5, 24, 25, 29, 36]",無
1518,2012/07/05,"[4, 21, 26, 36, 39]",無
1517,2012/07/04,"[5, 19, 24, 28, 35]",無
1516,2012/07/03,"[8, 9, 16, 26, 30]",無
1515,2012/07/02,"[2, 6, 10, 13, 27]",無
1514,2012/06/30,"[3, 5, 7, 27, 38]",無
1513,2012/06/29,"[3, 16, 20, 25, 37]",無
1512,2012/06/28,"[4, 10, 25, 26, 27]",無
1511,2012/06/27,"[1, 2, 6, 21, 37]",無
1510,2012/06/26,"[9, 10, 27, 35, 39]",無
1509,2012/06/25,"[4, 21, 28, 33, 37]",無
1508,2012/06/23,"[1, 7, 16, 25, 32]",無
1507,2012/06/22,"[4, 8, 11, 12, 16]",無
1506,2012/06/21,"[5, 6, 10, 36, 38]",無
1505,2012/06/20,"[5, 7, 16, 23, 37]",無
1504,2012/06/19,"[5, 8, 27, 29, 30]",無
1503,2012/06/18,"[9, 12, 14, 18, 26]",無
1502,2012/06/16,"[7, 9, 23, 32, 38]",無
1501,2012/06/15,"[3, 4, 10, 31, 38]",無
1500,2012/06/14,"[4, 17, 28, 31, 33]",無
1499,2012/06/13,"[1, 5, 9, 17, 25]",無
1498,2012/06/12,"[5, 13, 24, 31, 35]",無
1497,2012/06/11,"[8, 30, 34, 37, 38]",無
1496,2012/06/09,"[2, 15, 19, 23, 24]",無
1495,2012/06/08,"[2, 3, 10, 21, 27]",無
1494,2012/06/07,"[3, 33, 34, 37, 39]",無
1493,2012/06/06,"[1, 11, 13, 25, 29]",無
1492,2012/06/05,"[13, 18, 21, 23, 35]",無
1491,2012/06/04,"[9, 13, 17, 19, 34]",無
1490,2012/06/02,"[1, 6, 14, 16, 18]",無
1489,2012/06/01,"[1, 11, 28, 36, 38]",無
1488,2012/05/31,"[14, 18, 23, 31, 39]",無
1487,2012/05/30,"[5, 7, 10, 20, 39]",無
1486,2012/05/29,"[5, 7, 14, 25, 33]",無
1485,2012/05/28,"[1, 4, 5, 10, 32]",無
1484,2012/05/26,"[14, 20, 25, 29, 38]",無
1483,2012/05/25,"[6, 10, 16, 25, 32]",無
1482,2012/05/24,"[9, 23, 24, 36, 39]",無
1481,2012/05/23,"[6, 7, 10, 37, 39]",無
1480,2012/05/22,"[7, 9, 18, 19, 37]",無
1479,2012/05/21,"[6, 13, 19, 22, 23]",無
1478,2012/05/19,"[12, 14, 18, 28, 31]",無
1477,2012/05/18,"[4, 11, 12, 34, 38]",無
1476,2012/05/17,"[13, 14, 21, 38, 39]",無
1475,2012/05/16,"[3, 8, 16, 20, 35]",無
1474,2012/05/15,"[8, 14, 27, 29, 34]",無
1473,2012/05/14,"[15, 21, 24, 32, 34]",無
1472,2012/05/12,"[4, 16, 21, 34, 38]",無
1471,2012/05/11,"[6, 18, 20, 25, 38]",無
1470,2012/05/10,"[3, 5, 6, 17, 30]",無
1469,2012/05/09,"[14, 17, 23, 25, 33]",無
1468,2012/05/08,"[7, 16, 22, 28, 31]",無
1467,2012/05/07,"[17, 20, 22, 24, 37]",無
1466,2012/05/05,"[8, 13, 20, 27, 37]",無
1465,2012/05/04,"[4, 8, 19, 31, 38]",無
1464,2012/05/03,"[5, 14, 25, 28, 36]",無
1463,2012/05/02,"[3, 7, 22, 24, 39]",無
1462,2012/05/01,"[2, 4, 13, 17, 29]",無
1461,2012/04/30,"[4, 8, 9, 13, 32]",無
1460,2012/04/28,"[4, 17, 21, 29, 35]",無
1459,2012/04/27,"[8, 15, 17, 26, 32]",無
1458,2012/04/26,"[1, 2, 8, 11, 14]",無
1457,2012/04/25,"[13, 14, 21, 31, 33]",無
1456,2012/04/24,"[6, 11, 22, 24, 30]",無
1455,2012/04/23,"[3, 20, 25, 34, 36]",無
1454,2012/04/21,"[2, 4, 5, 13, 32]",無
1453,2012/04/20,"[2, 11, 18, 31, 33]",無
1452,2012/04/19,"[4, 14, 19, 25, 30]",無
1451,2012/04/18,"[24, 29, 30, 33, 38]",無
1450,2012/04/17,"[3, 9, 10, 28, 33]",無
1449,2012/04/16,"[3, 11, 13, 19, 21]",無
1448,2012/04/14,"[3, 17, 27, 28, 36]",無
1447,2012/04/13,"[1, 15, 29, 37, 38]",無
1446,2012/04/12,"[4, 6, 13, 36, 37]",無
1445,2012/04/11,"[4, 16, 19, 22, 32]",無
1444,2012/04/10,"[5, 17, 19, 27, 33]",無
1443,2012/04/09,"[2, 9, 13, 15, 25]",無
1442,2012/04/07,"[4, 18, 24, 29, 32]",無
1441,2012/04/06,"[17, 21, 22, 29, 36]",無
1440,2012/04/05,"[1, 8, 9, 15, 32]",無
1439,2012/04/04,"[11, 24, 28, 37, 39]",無
